index;title;googleDriveId;releaseYear;size;remotePath
278;A New Strategy;10XlIuIt6ircVLO22Dn2mKrUIO6ncEUtR;2006;2721208;comics/oots0278.html
279;No Soup for You;1YnUgZ2o-ZGf7XzL6goIqeiUQQmIIoa8f;2006;1790616;comics/oots0279.html
280;The Boot;1MNSG-jCo50FOQncLyBi0Eg_0WdUR_ke0;2006;2215983;comics/oots0280.html
281;Get the Lead Out;1TxdCIZZUFEDWBmZ7wxaXXMCH7ffOjCyA;2006;2331645;comics/oots0281.html
282;Closing Arguments;1QPbUPGAlQqGF_wx5KiEWGtqucQ_LH2Hf;2006;4632813;comics/oots0282.html
283;Rock the Vote;1gfoMW4KK7y3VWJ89agD1KiSQX8Hv3ala;2006;2644585;comics/oots0283.html
284;Shattered Expectations;1Y36jI59D3x5CyljsPGhshrzJj5MDg7yY;2006;4952268;comics/oots0284.html
285;A Moment of Truth;1orFNH6bK_OudokRq-CRUCq3uu1laWZmo;2006;4324217;comics/oots0285.html
286;A Minor Glitch;1c2v8ggLsYsojVqiXfGwsfgID-VxvT3wI;2006;2489354;comics/oots0286.html
287;Paladins Make Good Tour Guides;1LzAP6WHVvGGYrso3yMVg2mXD2sMehoDA;2006;2658294;comics/oots0287.html
288;First Word...;1he1jCjh7-7LZvbeU8pXhPNLjmp2om8VF;2006;2585956;comics/oots0288.html
289;Senility Now!;1qXBBSE3ywGCxQiLMQEsEl-eFkqRum0zg;2006;2739402;comics/oots0289.html
290;Shojo's Big Secret;1-_wXEI6rhNkLb-3SWK8xQMWlBZHKG223;2006;5382702;comics/oots0290.html
291;Not to Mention Little League;16u3_bDG9nZkh5M6hJmHvZUdbmq3cP1g9;2006;2881963;comics/oots0291.html
292;Non-startling Revelations;1yVurbx3zh_erVgWjmgy0oSRHv8QCSj80;2006;2779480;comics/oots0292.html
293;This is Getting to Be a Habit...;1JjcEMjA3DylWW2yi3ng8surp8kl-LFVx;2006;2846510;comics/oots0293.html
294;Contracts, Shmontracts;11d3BBVPvMsMj-CYTPiIeGckX_y9APg1p;2006;2604421;comics/oots0294.html
295;Belkar Leashed;1a-w4MiaWc3BbvA4bHE5PgVQrUEdeEoOd;2006;2945567;comics/oots0295.html
296;Boons;1Rm_9-xvwJqV10PCz3a55dVzPWKBELneV;2006;2616853;comics/oots0296.html
297;Sword Speak;1BLWcWeX8Tzy-OvK6y6hTS42BV5WHKpBB;2006;2198377;comics/oots0297.html
298;The Future is Forged in the Fires of Today;1a3OvtPDyQrN-34zbaZkd1hVLAA_3KvWG;2006;3889203;comics/oots0298.html
299;A Calling Missed;1SzU9JpKQ9th3xSAfmuHE5nZukc_8Dxgk;2006;2125345;comics/oots0299.html
300;Pick Your Doom;1u1W2KhCaIEN8dZ_DTmfMz9TKotqcBDh8;2006;4470590;comics/oots0300.html
301;A Brief Intermission;1MGcDjsdULjqxikPwfDtrUJaxNVSn8kFX;2006;2101396;comics/oots0301.html
302;New Beginnings;1evahTbqaF72p6m-DDDDJbqzsw12fMDS5;2006;2965343;comics/oots0302.html
303;Phrenology Today;1uO5TGC0Fbhn6vpXi-zxFV5Z5ydXU5r4C;2006;2563500;comics/oots0303.html
304;A Leper Can't Change His Spots;1y3EiTpgTo4ak9I-jlBcHPVQw8PPde5Qv;2006;2178091;comics/oots0304.html
305;The Epistle of Durkon;1YF5X75vhM8xdjxfz_BeRKDKZKKfJjTJi;2006;2450247;comics/oots0305.html
306;Power Word: Annoy;1Rb5Q7M8yN-UlEDJALS7ZXwQnAHwN-wuY;2006;2845015;comics/oots0306.html
307;Take the Problem By the Hand;1qMzHe4YjY9ZoY_Akoz9s8yyw2MEiahqx;2006;2497322;comics/oots0307.html
308;Sword Envy;1dx4xkcWzeWhtNxFgU84Wb4pfu6zjsh-n;2006;2300463;comics/oots0308.html
309;My Dinner with Elan;1z1yLdVFD4ooPu1D8b989cswvwg2_txJx;2006;2654390;comics/oots0309.html
310;Advanced Dates & Dinners;1wpG5RiWrp_6mVf3je5sCGabPJ_IOrB_l;2006;2321511;comics/oots0310.html
311;Internal Dialogue;110iqnS8e3x3JyaH_br9VqTLi1VAnsQ1G;2006;3878022;comics/oots0311.html
312;Where the Buffalo Wings Roam;16J_ypAKQogeyqxzZxZrVQphqBAfl7Tik;2006;2973257;comics/oots0312.html
313;Words Fail;1OQ9CdQRPxmydCGHyEMKTWsRyPK01zpg7;2006;2167108;comics/oots0313.html
314;Goth Advice;1_dI5yYr6njquFO6Ix7ai-91YnIbjzMwk;2006;2828288;comics/oots0314.html
315;On Sylph's Wings;1QXe2GIJINBFooW1pdzppOkkWw-j-QDmd;2006;2413922;comics/oots0315.html
316;The Moment of Truth;1jzuf2H_PlbooPreB20ezbnW_ILtA8bk0;2006;4152518;comics/oots0316.html
317;The Best Part of Waking Up;1RlcE1KXIbvKJJaZN4Tc5LP6mgb5347J8;2006;2052022;comics/oots0317.html
318;The Move Action of Shame;1vv7eoAzqlw4j_7LrquJoqQXDu02oOSRG;2006;2736851;comics/oots0318.html
319;Healthier Living Through Repression;10JIJ_ziMa6df_9oWnyCqO9VYNSKQP1yR;2006;2751741;comics/oots0319.html
320;Bing Crosby's Got Nothing On Us;1hEXwhMmBWZofLsKlNPRHb0xgeI2dtusz;2006;2352917;comics/oots0320.html
321;Q & A;1Jic8mliOAXj4MKsj8xs2qml8U_z4s1G0;2006;2770362;comics/oots0321.html
322;Maybe the Quailtiger?;1Xxpib4mKET3Leasy1KpN-m20miyg-zh5;2006;2458856;comics/oots0322.html
323;Don't Make Me Turn This Quest Around;16eGgKYkOiKFVdHnw26SXnHaoLAHeNV2k;2006;2566251;comics/oots0323.html
324;Consult Your Doctor Before Reading This Comic;1o5cc1jOchV509bX2gd2yJkWcGa7PrtDx;2006;2674599;comics/oots0324.html
325;The Test of the Body;1h6i-RIfrkyjflWrPl617f3DKPUCeQhTU;2006;2497718;comics/oots0325.html
326;Getting Ahead in Business;193EjXr9mNJ8uUqxvwhYOTf--1QlLnAV-;2006;2617885;comics/oots0326.html
327;The Test of the Mind;1AkKMCH9kFqIqzkieA2MJoDUZ3a6gBBh9;2006;2714841;comics/oots0327.html
328;The Test of the Heart;1rpfrLXsa7oHqioH3mJk_SUiDUxisH6M2;2006;2280648;comics/oots0328.html
329;The All-Seeing Oracle;1ekoQHcBJ5KjDJx_qdekm0OFbM7dzxJEF;2006;2632841;comics/oots0329.html
330;Paid in Full;10OSGLYFeecZMfDg7aftolFzAoY92886V;2006;2544960;comics/oots0330.html
331;For the Future;1Jqj6LL0dA1czcd1oKicF80r25uLprjay;2006;5201040;comics/oots0331.html
332;The Ephemerality of Memory;1HTDdk4XxBfBe0E2O-EO51UbgYOULdmUl;2006;2703733;comics/oots0332.html
333;The Bright Side;12yeqwFFftClGqDZLJBqjBfG_emb5WrvY;2006;2487023;comics/oots0333.html
334;If You Want Something Done Right;1SRzOVww0cLygGM4HrGi49vmawsD2la5y;2006;1880976;comics/oots0334.html
335;A Grand Experiment;1C0R6bXbY4gyz_QJa01jA4So6MfhOYt-C;2006;2634244;comics/oots0335.html
336;Bedtime for Elan;1KZdlIz6Mg8l_3ccBqhk7dglXb7HEHXM1;2006;2213509;comics/oots0336.html
337;Brief and to the Point;1IxILZZGGsHWKA8lH68Os5LBz4Vp41Mpc;2006;3271458;comics/oots0337.html
338;Tactical Priorities;1mYSvMNaWCo6bQhV5pDRG1UcwkNYOGaGU;2006;2670177;comics/oots0338.html
339;C.P.P.D. Blues;1FzyarctGN9q01rAXk9Eh1RkdR0GrXw6q;2006;2589916;comics/oots0339.html
340;You Should Have Seen What He Did With the Corsage;1t1p-xWIdmMtd6LrbDbFFYjOHBWELlQ1R;2006;2728317;comics/oots0340.html
341;Setting Up the Board;18JzEhhdRSbt1H_PHsQb_VGsqCF2_tWfP;2006;2049735;comics/oots0341.html
342;Dangling the Bait;1TsP2rOpYxSWzZ1ir0G88WJqkaYMXH8hh;2006;2058300;comics/oots0342.html
343;Served with a Side Order of Whoop-Ass;1zCnP313TTrTnTRCRjqOmPWOypukECADc;2006;2175022;comics/oots0343.html
344;A Walk in the Park;1A61sm1aNzZAg3VmUqyNy1Mb25nrMAywG;2006;2830390;comics/oots0344.html
345;He Invented the Magic System;1lZIwNJQ0alk3zyUTLnI-vo3phlbEdhIC;2006;2651941;comics/oots0345.html
346;Swoop, There It Is;1ntZ_mvQKigMtAgkHXagXXVFtUWqp40PN;2006;2380842;comics/oots0346.html
347;On the Map;1Ntye1O1IL5Tg4j9tsIgEqwo34kHVdxW3;2006;2641597;comics/oots0347.html
348;Someone Was Looking For You;1agNpePv7UURee5P3ChSonEmMRM8SCtW-;2006;2334819;comics/oots0348.html
349;Every Couple Has Their Quirks;1E9ZjPGRlmOG8FZJT4hPKDLFzUHBRLU7j;2006;2547457;comics/oots0349.html
350;At Least You Get Course Credit;128_DTS5HRKygd8SY2_e_BC9wYoWUVemB;2006;2264106;comics/oots0350.html
351;Pop Quiz, Hotshot;1s5u0PdRM3v340kuL3KDtVh3A0dEDgB-m;2006;2720759;comics/oots0351.html
352;The Turnaround;1-IJIBIbDuWW5RjjUuyxxPnf8_OuWG2Iv;2006;3962251;comics/oots0352.html
353;If a Druid Falls in the City, Does He Make a Noise?;1mhHXqZNtYegCx8-JQwcH23g1vBqAdS_3;2006;2512348;comics/oots0353.html
354;Copper Piece Arcade;11cT3K7PhkQszgiKfyOMc9U8_yKJc0WYd;2006;2212699;comics/oots0354.html
355;Sore Loser;1wm6a889GfXwAz3yT9g0W3Hn90_onTWqZ;2006;2619220;comics/oots0355.html
356;Knight Takes Pawn;1lwqUAksUBFkTlclXCzViyP2GCrXygtJ0;2006;2560732;comics/oots0356.html
357;Pen Beats Sword;1hBaf-CnTpIIqUsjqQbz3ALI24SaQyQza;2006;2342389;comics/oots0357.html
358;A Taste of Victory;1UvgC1tkCAyKpcrMLw7_7Q2p5wXYMFbyf;2006;2854585;comics/oots0358.html
359;Roll Over;1PgtahUyS65NyTuLOZSsxhte30x4fT79P;2006;2200677;comics/oots0359.html
360;Hail to the Chief;1Uc8osztenKcnlLdN0gIbPv62Hec3eAUU;2006;2864937;comics/oots0360.html
361;Framing the Picture;1pIpl3Awybjs5XkBT1lzXCLUBvpkSZUeR;2006;4827388;comics/oots0361.html
362;Grand Theft Identity;1L6w3QbhBGDkv4u_PVicoRWE7ibbEWaTX;2006;2663008;comics/oots0362.html
363;I Fought the Law;1dSipnH1Dc4AxXS9btHlg-_y8qDJVePjU;2006;3013818;comics/oots0363.html
364;Consider Their Lineage;1pxhAG0rw_-QyiYDK81qBIPwbs_iLvoXG;2006;2683046;comics/oots0364.html
365;Caught in the Act;199xl6zoht0gZbxTjFvvXmtmWNPyI0QVO;2006;2718431;comics/oots0365.html
366;Porting Out;1v9BSVdhmr-FLltpSBtz7fiQ8jdww34xr;2006;2628963;comics/oots0366.html
367;Innocent Man;13sNJoU1adzyCggZw-VLTzrGyywKXAJLr;2006;4877049;comics/oots0367.html
368;All Along the Watchtower;16cjpP8ScNqZaFERNZy7b4wAg--u_f9bu;2006;2569526;comics/oots0368.html
369;Fight!;1ShD51TnHKz7UguUM0hr6p6ta1wN_0tjY;2006;2547352;comics/oots0369.html
370;Kills 'Em Every Time;1hHOqhfGHaQMAX2XYqXwZq-fS5guRdqQg;2006;2268225;comics/oots0370.html
371;The Road to Heck;1ypqfK5eF_MPDzCENj5wN8YgjDmSj8VcH;2006;2893247;comics/oots0371.html
372;Pot v. Kettle;1oht3Ppc0VceItPQ26ymPu1gy-ZHtROMw;2006;2694444;comics/oots0372.html
373;Caged;1HnbNIeZbIHxIJuMXH2L1nNbMLSE0qNuT;2006;4758376;comics/oots0373.html
374;Black and Blue;1TR2hzd187a_xJYBxLHyZ0W7A6unR3gWF;2006;2360854;comics/oots0374.html
375;Undeliverable;15_QijvVd-12UZAvxb_fnI-D0Bbjn3BgF;2006;2346675;comics/oots0375.html
376;All Too Easy;1gtlmF5Txrsfjw10teTVB9UpRUMtoCP0n;2006;2351952;comics/oots0376.html
377;Travel Delays;1KNoioiWDZFaA9w-HutkcbWbpXEG6SAeJ;2006;2460082;comics/oots0377.html
378;He Didn't Even Have to Say Please;1Km76wYqTi6SHGkFiZE8puUkV0-10VhJZ;2006;2464355;comics/oots0378.html
379;Perform IS on the Aristocrat's Skill List;1njOWofr6TKa9btNfpHeBcARGeu8hK8eQ;2006;2889680;comics/oots0379.html
380;While the Fiend's Away...;1eBM7PvvBxBsCPzTsplYajtmeiyRVla9h;2006;2585735;comics/oots0380.html
381;Improved Feint;1PX_0k7eVORDjEBM3StErC1hOyIbJrHlG;2006;2592703;comics/oots0381.html
382;Risk vs. Reward;138YZESJQMJGcUPV1t7J8JeKHD3-8B7JI;2006;5638467;comics/oots0382.html
383;What's Really Scary is That He Knows the Words;1E19S5MpKMNolbdCHt8P6U6NZzMrHC2Bk;2006;2446490;comics/oots0383.html
384;Words Get in the Way;1vpAsWZDomSpEQSKSkSWRthbcOhbGGyQq;2006;2672338;comics/oots0384.html
385;A Sympathetic Ear;1PEfgnccFrSu2TTgdzgi95YLraVzZy1gf;2006;2588626;comics/oots0385.html
386;Not How She Pictured It, Certainly;1PEggGYQs-M4A-0TNaOqK_cCGrFLTXyNI;2006;1864130;comics/oots0386.html
387;The Cliffport Redemption;1xA5tmPpBiyV1bCXKicP0tN9NpC3KX0PN;2006;7651434;comics/oots0387.html
388;The Final Frontier;1PLAjB--vwdyE5V6vEPPW0ukcImSxRa3T;2006;5449763;comics/oots0388.html
389;As Good an Explanation as is Forthcoming;1YSJmhXZxRndZWyIxyLM_lk7aHlBvLhih;2006;4467163;comics/oots0389.html
390;In a Class All His Own;1sxDY8su8Z78eulWX_z5tXxLleEPXaUJ7;2006;2772842;comics/oots0390.html
391;Eye of the Tiger, Baby;1GEc-tk8YWYXSeZvjedzFAhExXhKLk1Bd;2006;2259967;comics/oots0391.html
392;Death From Above;1I64l2lmElIEBsMNAlE0uRYJKX9n-zh5V;2006;7479884;comics/oots0392.html
393;Truth;1vVQr7pGQLhjjXiLTj0nEQJxht1LadFe6;2006;7704195;comics/oots0393.html
394;Hell Hath Exactly As Much Fury;1qbRtXvRqU2kHxDfnF3tfSyG2NfpfeYjL;2006;2692086;comics/oots0394.html
395;Two Steps Forward, One Step Back;13sCL5vf6QkhKbWUHBdhJbNZnmV4G21-8;2006;2478048;comics/oots0395.html
396;The Door Knocks on YOU;1myg3KEQsEj7wSUjrvdgGtPtPd9izsZAX;2007;2553566;comics/oots0396.html
397;Leggo My Ego!;1Sz5wrITADrxOwDPYwIlgJlfvjym3m4J_;2007;2806660;comics/oots0397.html
398;We All Just Want to be Held Sometimes;1eiuxOu6e-iv7si0yzGGehuX93yApw-OO;2007;2442973;comics/oots0398.html
399;Death Actually IS Too Good For Them;1hKXb4jAt-Q11pxIou4qDbrNdlf4_Xl_k;2007;5179681;comics/oots0399.html
400;Your Ship Has Come In;176AtmCqoKjwY6pl7dlumJcuHwWbiX59Z;2007;3437524;comics/oots0400.html
401;Breakfast of Champions;1Y1Pr5_qVjiTPo4cB2vSI2K43NB2rUjuy;2007;2370672;comics/oots0401.html
402;Speaking From the Heart;1l4o0V14030kz7Ivuibaqna6SCZWHNKtz;2007;2587383;comics/oots0402.html
403;Leadership Is About the Tough Decisions;1aeX2LjYBo-8YZXvI0cB41Iyb1UinfF5a;2007;3003054;comics/oots0403.html
404;A Paladin's Duty;10Fj4PDZtrVphOKugYEaIm13l7OSKTuVU;2007;2578714;comics/oots0404.html
405;The Secrets;1esuDJBnLkAghyBy198sI9lr__9OB4rr-;2007;2773131;comics/oots0405.html
406;A Moment of Truth;18BkVtkExVdDOcU17lUuvJyBkPkHZGhFU;2007;8397854;comics/oots0406.html
407;Fading;1fm5Ts2AS4LA2-7BfwCcW38XcvAMsX7Sj;2007;1847864;comics/oots0407.html
408;Fallsville, Population: 1;1pSf1hUccp6qQFX0XotB8hhydJCpyEtRe;2007;4530570;comics/oots0408.html
409;Intercession;1nErBppapeC9Bw5_aqWwblQW-8ews6NvS;2007;6415568;comics/oots0409.html
410;The New Lord in Town;1pWFrCSF8dFT3IS6sFJCHm4kSL9OUgPfu;2007;2800407;comics/oots0410.html
411;The Power Behind the Throne;1wIFCYXFVn6P36Q5SoUBLbrOMiXFNnjnd;2007;2683143;comics/oots0411.html
412;Catching Up;1PuPaHzGRLam-FdbaGv0cJviB_pSUSErP;2007;2885145;comics/oots0412.html
413;Not to Scale;1pG7Uyd7vRMRDg7L9K5KZvDhkNkd5njBW;2007;5490865;comics/oots0413.html
414;Noble is Goodble;1Yp__Wa6ZGU3PB13SpNjhWWXshATIFGWc;2007;3017083;comics/oots0414.html
415;Idiot Box;1rkV6bHH4DM-EmT2fyKdsffcCu1ddc5vq;2007;2580508;comics/oots0415.html
416;It's Battlicious!;1FbDpd8veRcIJFMvAXNyTbZY7TJQrttnY;2007;2647044;comics/oots0416.html
417;The Most Important Place to Be;1RWFzIGtD5hGLIT-n0y3WD4oipKuq-Yc6;2007;2751481;comics/oots0417.html
418;It's a Type of Boat;1nwzsMX0DmrjGIx6dEQDBhZukpzQppUUL;2007;2734735;comics/oots0418.html
419;A Special Pre-Approved Offer;1iizWk4MUicOMbmRM9Z2J1FLe0LCoop7F;2007;2951198;comics/oots0419.html
420;The Trial of Belkar Bitterleaf (Abridged);1Zx4go8Z2ZDkiIfkOY4Vn3hl9w9ge6Koq;2007;5391107;comics/oots0420.html
421;Oratory of the Stick;1HpQZJxmNqPmwkJFOBdkDkT5pFthhD5za;2007;5392965;comics/oots0421.html
422;March to War;1PI-lAvSXyQ9FeeM_Qc1dea20eYxSlLSe;2007;4636071;comics/oots0422.html
423;Periodic Bombardment;1w3bi97-rsDEa9TBtMFh29MDHrbocKXRy;2007;2477951;comics/oots0423.html
424;A Wizard's Work;1EEZqtUho7vUtcW6_7SfKpswigSD254HZ;2007;4825072;comics/oots0424.html
425;War Makes Boys of Us All;1AZ_XdOgHT-m6Ywm96H24BLXTvnyiSSne;2007;2820897;comics/oots0425.html
426;Three of a Kind;170M1-XdvzzpCdL0G7HLnVuR99_eKLwOO;2007;5251341;comics/oots0426.html
427;They're Just Another Brick in the Wall;16d5xoAtrPFcEQ1OM_B87q16ilq2buZpV;2007;3069356;comics/oots0427.html
428;It Takes a Thief;1ZRKTbWBTFUsq68oS4zAhWHN0VA4x9Z9D;2007;6158686;comics/oots0428.html
429;Stay on Target...;1oNeILfIBmukbzYM3Yqy69vFbKsw6eCjp;2007;3614704;comics/oots0429.html
430;Rematch;1enJkIsIGmQhdAyPp-1NWjYl4BR96QFYl;2007;4970705;comics/oots0430.html
431;My Three Xykons;18UyEAbtQJg5SqV0s3g_cKlI8rwaHxp4v;2007;2406968;comics/oots0431.html
432;Let Slip the Dogs of War;1ygrURw49VFF7LcZROoRR-Dj5xgvjH9HP;2007;2400431;comics/oots0432.html
433;Resource Management;1XG-ItdwcZdPHGuWgmfa9oTXkjI5ts_cC;2007;2533803;comics/oots0433.html
434;Heavy is the Head;1DE7QQ2sIsT8JWt9T1dW9tB9fILtCyfLD;2007;2674030;comics/oots0434.html
435;Amoral Dilemma;149v_yDUlgcMIvJZyrYdaiYctYSPmZ3m-;2007;4992200;comics/oots0435.html
436;Non-Military Intelligence;15NlyK27S_eD0JcHgaj2kgPf3EaM50wSO;2007;2547019;comics/oots0436.html
437;Battle Momentum;1zQ7TcImVn1ehp6X7f6P6B1-cwgAxj0c7;2007;2446514;comics/oots0437.html
438;The Paladin is Your Pal;1lWkoB_HPifAbgKhf5Ez3n3piJGWrwnt8;2007;2603239;comics/oots0438.html
439;Seeing Orange;17UfCIejPtayfpiV0ILyxpf6x1JYeCPFk;2007;4447447;comics/oots0439.html
440;Flew the Coop;1eHglrgdHqjOpk0f0_bznmi-WYaR5Xdkl;2007;2336141;comics/oots0440.html
441;Getting Ahead and Staying Ahead;19zEsDC4rgGG_G7uW2RT8qtV871S8nids;2007;2408931;comics/oots0441.html
442;We Can Do This the Easy Way...;18uo_xonmzKxxwteWFht--uJFMMHjt0Af;2007;4918298;comics/oots0442.html
443;The First Step is a Doozy;1H1lC3__4MSAXWUUB7c8WPzBEQqIcEsEj;2007;2233532;comics/oots0443.html
444;He's Dead, Jim;1vYD0E9Rks-MeodRIUw42M8Da1zry6anO;2007;2633186;comics/oots0444.html
445;A Song for the Departed;1ELfllTTLgw-Zda8GBh11aDIlLLLrt7z3;2007;2881028;comics/oots0445.html
446;Hell of a Job;1-qoZGmGn0_aTGC5QMkYjKTcSdyUMBri0;2007;2308397;comics/oots0446.html
447;Guarding the Sapphire;1Rg1EiWsinETZITTJwlmFLoRXV66csrul;2007;2032267;comics/oots0447.html
448;Just Crazy Enough to Work;1xFgwZmH_Nv1VPclO97ECOwqX9hLuQa8c;2007;4555400;comics/oots0448.html
449;Land of the Rising...;1Jhkr-kozTuR9L65sqejoj4kT1Hy76cdv;2007;3032625;comics/oots0449.html
450;Wands Are for Suckers;1N6e5kQ7yS48yOYJG6PAGcV2a1j0xgFUO;2007;2092825;comics/oots0450.html
451;Change of Direction;1ekKB0H6LfwxVbzrUtEtZbKpIgiqb8DOQ;2007;4391680;comics/oots0451.html
452;Breaking and Entering;1N1wDCxlZUB5nDw5kj_2U7xWmE5Z3wDbr;2007;5797323;comics/oots0452.html
453;Heck of a Fight;1SWffbmMSzUa1w67AJrv-gzlnMb-Mr_CU;2007;5622898;comics/oots0453.html
454;The Longshot;1qopApbRE3Kd9vvTfJjoHpWkZMsharyqO;2007;6298033;comics/oots0454.html
455;Incoming!;1EdmpZo8UEeU8kWPwc0YBMkrUHXPbdo5w;2007;5916725;comics/oots0455.html
456;Saved Game;1fpadi7aDkuWP9b5IcTcutZ5D4i9ksQj9;2007;2730014;comics/oots0456.html
457;Anti-Human Resources;1O1fdgcEbN9Bv1GO6Em9QE9O3_asyiHdK;2007;2771396;comics/oots0457.html
458;Exit Strategy;1b9Pks11i7s4l0l9Ta7ooBYAv36nR_f3Q;2007;5051070;comics/oots0458.html
459;Negative Feelings;1dmg3qRNv2NiL0Wpbh4l_TOHrHcn6qvkY;2007;5444258;comics/oots0459.html
460;Sign, Sign, Everywhere a Sign;12S-jOfXU0GMyDnXxAIXBywp4o4BwO_vB;2007;3928969;comics/oots0460.html
461;I've Got a Bad Feeling About This...;1it3Y9bHM69wR2WqtEB-_jd3ri6RUX919;2007;2123822;comics/oots0461.html
462;Good Idea, Bad Idea;1InMTu1lFPbKs-0yW8EZThk2rG_WvGsxq;2007;2350293;comics/oots0462.html
463;Shattered;1UAAg9W8Tv8TAnQOG-zLcX_DmowPH7x5z;2007;4427441;comics/oots0463.html
464;Not for Everyone;1l0A3Kd1b2bQAhVU4jUYWevp0aIaCs0za;2007;2794623;comics/oots0464.html
465;No One Likes a Tattletale;1ACjMbJCxb4aEx5H-WVQeSIOAfwfOzLRE;2007;2609721;comics/oots0465.html
466;I Think I Left it in the Bag...;1xqrJwUa_C-D-gKUGYxnjdAraQBNiBFbM;2007;2644456;comics/oots0466.html
467;Learn to Play it Right;1UFoQ6zLqaCoFo09UHoeEREiwm9-mQPWF;2007;5188124;comics/oots0467.html
468;Splitting Up is Hard to Do;1AJ07AB1cTLMdk-k9JJ_24a-81qYZ6hvf;2007;4827749;comics/oots0468.html
469;Crossbones;1iYREmq9uZ0NEu8XKnL-auYsIO37Ci4UT;2007;4398937;comics/oots0469.html
470;With Three Arrows Left in the Quiver;1RlQg2z9e2WWx6NKqHOgpnDo9NRi0brrj;2007;4190438;comics/oots0470.html
471;A Triumphant Return;12C7pGJrCJUl5rp-1xyCTYIR8H1hMy00J;2007;2817632;comics/oots0471.html
472;I'll Hold Them Off;1-2WpiV7ZPxU8UAuamlvEMs10vzvPYhrf;2007;2635514;comics/oots0472.html
473;On the Waterfront;1TZsqW296eXl9xxgnE8vjWbtzsmlQ6OW7;2007;5185747;comics/oots0473.html
474;The Body Snatcher;1dw6Kx44Rjs67MQUYcVq2xtabEx10d3nl;2007;2497831;comics/oots0474.html
475;Crashing the Party;1fZwvkhnW64T3J8rTZjBAJEhnVWNEnwqF;2007;5286456;comics/oots0475.html
476;I Don't Suppose You Have Any Nutmeg?;1Z8Pt_OTkB5Bu7hxNPGcQ2ZX7jGj1uPMz;2007;2783443;comics/oots0476.html
477;Shock and Awwwwww;1R7kDuNiOq4qHR0UO7l37Di2lk9J9pJ6B;2007;6043446;comics/oots0477.html
478;On Usefulness;1ZiSsewnGHdhTdpn8OAtcnnYpDRmhdJAA;2007;5420198;comics/oots0478.html
479;Jaws of Life;1Ye0jls4zIfVuRSCHsUjiYjQ9hiKA6t7k;2007;2398561;comics/oots0479.html
480;Change of Address Needed;1GmxNfPxdk4zHMBErAkebWIOG-3rCpsJ-;2007;2178204;comics/oots0480.html
481;Cutting the Cord;1xoVvCt1qovRO5ioPGXkfplN4U2clKfsB;2007;2648828;comics/oots0481.html
482;Leaving Azure City;10gZyA3t2edowqjaJfBK3DhXexP-ArMgQ;2007;2584146;comics/oots0482.html
483;Broken Stick;1hikpbBJW8KdZ52G2c7JE33YgMpiLqCyo;2007;3190760;comics/oots0483.html
484;At the End of the Day;1RFWFcFY88c16vsPRknMew-XYlYZ6hl01;2007;4963866;comics/oots0484.html
485;Hey! You! Get Off of My Cloud!;15H_phvRGgFqJCPlBBbmF6j00Vxqymf1Q;2007;4176400;comics/oots0485.html
486;Next on "As the Plane Turns"...;144vKlexkfXxKFpAYyBZxMQtImSQSQM1z;2007;2839204;comics/oots0486.html
487;Their Concierge Service is Heavenly;17Z7F5igfviuVVIhqY8gwADLnUPFtymwR;2007;3220528;comics/oots0487.html
488;This is Your Life;1lcn4xrBzPQi-5bCHVWQdBrEeGTNDyNUD;2007;3181691;comics/oots0488.html
489;Keepin' the Little Man Down;1OYs2LgdfU7BCt-AaFl5CUSbIb3nFu6LM;2007;3348329;comics/oots0489.html
490;Final Review;1UisaPLS07-HoUYQsFtPL4f4uvZoUIUTa;2007;6386604;comics/oots0490.html
491;Those Singing Lessons Cost Money, You Know;1pl6S4CrGNafHOEt_UtanEvsSOPqL-MLd;2007;2871109;comics/oots0491.html
492;Things to Do in Heaven When You're Dead;1J17F8Nth6gCFcKa4OVNhxE67-dShfv5V;2007;2447334;comics/oots0492.html
493;Led Zeppelin Lied to Us All;16keVt1QGpYdFSHuSzWukH_hARAAbE5DJ;2007;2474046;comics/oots0493.html
494;DMILF;1ZO6CTntPNErg7DqcgmEqo2t8QDxaoIq7;2007;2459870;comics/oots0494.html
495;(Eu)gene Therapy;16-DTIrQuqBwYBdaX7IRrdBB8POXWJB-Z;2007;2706050;comics/oots0495.html
496;Responsible;1pqS1DGimfva90C4-ju-15uz89JL1O_W7;2007;2365854;comics/oots0496.html
497;The Grand Fighter;1cm3D1VTN2GHyCh3D_AYqd0cv8SLHmCXG;2007;2815172;comics/oots0497.html
498;Gone Fishin';1GgbfK-9-mYiqP2xR6WxVWv-fCyZLKKON;2007;5149093;comics/oots0498.html
499;No Time to Lose;1pODIKXcbU4U2qcqkjC-yfFhuSGb8MpZT;2007;5760213;comics/oots0499.html
500;A Reason to Keep Trying;16--Ic0RsCPWLi1iIxxe1eIPazmxxHCIj;2007;7436651;comics/oots0500.html
501;No Cure for the Wedding Bell Blues;1109t7hh_Z0Ne4xPIPBqTL-6-ZZq_bAZd;2007;4762855;comics/oots0501.html
502;And I-I-I-I Will Always Love You;11FhlN0-BNDoiuwDIjsnmd1z34xfOEF8f;2007;2827781;comics/oots0502.html
503;Surreptitious Admirer;1FFzHJ31gvQD9nj_EJMla7UOV9uAD15il;2007;2839511;comics/oots0503.html
